,Category,Sentence
6394,4,Both a grand tour of 300 years of Russian cultural identity and a breathtaking technical feat.
6395,2,"Bartleby is a Frankenstein hotchpotch, ranging from dark satire to caricatured slapstick."
6396,4,A solid and refined piece of film steeped in passion and attitude.
6397,1,"Unfortunately, this is exactly what Arthur Dong's Family Fundamentals does."
6398,0,"The action scenes have all the tension of a 20-car pileup, while the plot holes are large enough to drive a train carriage through - if Kaos hadn't blown them all up."
6399,3,"Caruso sometimes sinks into sub-Tarantino cuteness... but for the most part he makes The Salton Sea work the way a good noir should, keeping it tight and nasty."
6400,1,"A series of escapades demonstrating the saying that what is good for the goose is good for the crook, some of which are occasionally amusing, but none of which amounts to a great story."
6401,2,They were right.
6402,1,"A slightly entertaining, harmless fluff that drifts aimlessly for 90 minutes before settling into the cracks of this ever-growing category: unembarrassing, but memorable."
6403,4,-LRB- Westbrook -RRB- makes a wonderful subject for the camera.
6404,0,I have to admit that I left Runteldat.
6405,3,A lovingly silly satire that isn't afraid to throw out its elbows when necessary...
6406,1,"'It looks good, Sonny, but you've missed the point. '"
6407,2,Like a poor man you can rely on
6408,4,"A film about a traditional Indian wedding in present-day New Delhi may not sound like a specialty, but Mira Nair's film is an absolute pleasure for all viewers."
6409,4,"This captivating documentary... is playful and haunting at the same time, a profound portrait of an iconoclast who was basically unknown even to his closest friends."
6410,3,"It is the filmmakers ""post-camp understanding of what made old B-movies good-bad that makes eight-legged freaks a perfectly entertaining summer change."
6411,4,"A compelling story that combines psychological drama, sociological reflection and high-octane thrillers."
6412,0,"With jump cuts, fast cuts and lots of pyrotechnics, Yu clearly hopes to disguise just how bad his film is."
6413,1,This film is too busy hitting all the markers assigned to it to lead a life of its own.
6414,3,"The sense of images gives the film a terrible strength, but is driven by acting."
6415,3,"Although I can't say it's on par with the first, Stuart Little 2 is a light, funny cheese puff from a movie."
6416,1,It is hard to believe that these pranksters have carried out four similar abductions.
6417,4,There is a real issue here and it is handled with intelligence and care.
6418,3,A winning and immensely fascinating work.
6419,3,A gift for all those who love both dance and cinema
6420,3,"Birot creates a drama with such a clearly defined sense of place and age - as in, 15 years old - that the torments and fears become almost as operatic for us as they are for her characters."
6421,1,"The general mood is drug-laden and smug, like a spring-break orgy for overbearing art majors."
6422,3,"There is rarely a film that applies the adjective ""gentle,"" but the word perfectly describes Pauline & Paulette."
6423,1,"But the problem with Wendigo, for all its effective moments, is not really one of the resources."
6424,1,"Although it's generally amusing from time to time, I have the same problems as most action comedies."
6425,1,Opera on film is never satisfactory.
6426,2,"A punchline without a premise, a joke built entirely of musty memories of half-dimensional characters."
6427,0,Idiotic and ugly.
6428,4,"One of the best films of the year with exquisite acting, imaginative screenplay, mesmerizing music and many inimitable scenes of tenderness, loss, dissatisfaction and longing."
6429,1,"Average, at best, I'm afraid."
6430,1,Guys say nastiness and shoot a lot of bullets.
6431,2,"If you can keep your eyes open amid all the blood and gore, you will see that Del Toro has given Blade II unexpected gravity."
6432,0,It doesn't work for me at any level.
6433,3,"It has a dashing and resourceful hero; a lisping, reptilian villain; big fights; big hair; lavish historical backdrops; and a story that is just so complicated that you can bask in your own cleverness as you choose."
6434,2,You can't act.
6435,4,"... a solid, well-formed satire."
6436,1,"This story has been told and retold; the races and goons change, but the song remains the same."
6437,1,To not be aware of the existence of this film would be very sweet indeed.
6438,1,"Although purported to be a study in modern alienation, in reality it is little more than a particularly weird gay b / m fantasy, nerve-racking and crushingly protracted."
6439,1,Everything is over.
6440,1,"They kept much of the plot, but discarded the stuff that would make it a moving experience for people who haven't read the book yet."
6441,2,The Lady and the Duke is Eric Rohmer's economic antidote to the bloated costume drama
6442,4,A film of technical skill and rare depth of intellect and feeling.
6443,1,The only thing I laughed at was the people who paid to see it.
6444,2,Elmo touts his drug as 51 times stronger than coke.
6445,3,Astonishingly doped.
6446,1,"A sometimes incisive and sensitive portrait, undercut by its clumsy structure and a final inclination towards melodrama."
6447,1,"It is sweet and fluffy at this time, but it may make you feel a little sticky and dissatisfied."
6448,1,"It sounds like another clever, if pointless, trip into the abyss, and that's how it plays out."
6449,1,The only thing I laughed at was the people who paid to see it.
6450,1,"... this story gets stupider, not scarier, as it goes on..."
6451,4,Exceptional debut from Josh Koury.
6452,3,"Playful... and crazier than Michael Jackson on the top floor of a skyscraper, surrounded by open windows."
6453,4,Absorbing character study by André Turpin.
6454,2,"The result is depressing rather than liberating, but it never gets boring."
6455,0,"Thoughtless, random, superficial humour and lots of very bad Scouse accents"
6456,2,The main problem is that it is only a cursory glance.
6457,2,But not a bit more.
6458,0,Every conceivable mistake a director could make in adapting operas was made here.
6459,0,Most of the film is so dead boring that seeing the proverbial paint dry would be a welcome improvement.
6460,3,"Where Janice Beard falters in her recycled aspects, her implausibility and her tempo, she rises in her courage and her comedic commitment."
6461,0,Feels strangely hollow at its emotional core.
6462,1,The film finally snaps under the weight of its plot feints and its need to calm down.
6463,1,Moves to the derivative and relies on poorly rendered CGI effects.
6464,1,Just a kiss is pure waste.
6465,2,"Despite these annoyances, the capable Clayburgh and Tambor really do a great job of anchoring the characters in the emotional realities of the Middle Ages."
